Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Products_Purchased,Industry,Zip_Code,City,State,Latitude,Longitude,Churn
"Architecture Power Max","2012-12-01","106876","24","2021-12-01","2021-06-01","42637","4852470603","business_critical","retail","98823","Ephrata","WA","47.3176385","-119.553649","0"
"Architecture Resource Net","2011-03-01","101728","12","2012-03-01","2011-09-01","82230","4894062205","premium_plus","telecom","22523","Morattico","VA","37.789311","-76.629117","0"
"Architecture Resource Net","2011-03-01","134280","12","2013-03-01","2012-09-01","82230","4894062205","premium_plus","telecom","22523","Morattico","VA","37.789311","-76.629117","0"
"Architecture Resource Net","2011-03-01","100382","12","2014-03-01","2013-09-01","82230","4894062205","premium_plus","telecom","22523","Morattico","VA","37.789311","-76.629117","1"
"Architecture Software Signal","2013-03-01","106023","12","2014-03-01","2013-09-01","9052","1160764418","premium_plus","banking","35216","Birmingham","AL","33.5206824","-86.8024326","1"
"Architecture Solutions Digital","2018-02-01","126431","36","2021-02-01","2020-08-01","13063","1273545211","enterprise","banking","45217","Cincinnati","OH","39.1014537","-84.5124602","0"
"Architecture Solutions Digital","2018-02-01","145261","12","2022-02-01","2021-08-01","13063","1273545211","enterprise","banking","45217","Cincinnati","OH","39.1014537","-84.5124602","0"
"Architecture Solutions Digital","2018-02-01","173789","12","2023-02-01","2022-08-01","13063","1273545211","enterprise","banking","45217","Cincinnati","OH","39.1014537","-84.5124602","0"
"Architecture Technology Venture","2018-08-01","39334","12","2019-08-01","2019-02-01","10665","680588813","business_critical","banking","79705","Midland","TX","31.9973662","-102.077948","1"
"Architecture Virtual","2016-04-01","17898","12","2017-04-01","2016-10-01","36116","3391514786","business_critical","manufacturing","12055","Dormansville","NY","42.4995235","-73.9945751","1"
"Architecture Virtual Max","2011-11-01","39549","36","2014-11-01","2014-05-01","69515","6171408713","business_critical","retail","93558","Red Mountain","CA","35.3582967","-117.6167261","1"
"Architecture Vision","2014-12-01","190810","12","2015-12-01","2015-06-01","89738","9297275562","business_critical","banking","72060","Griffithville","AR","35.1242397","-91.643947","1"
"Atlantic Advanced","2010-06-01","232216","24","2012-06-01","2011-12-01","37008","3888044732","business_critical","other","53594","Waterloo","WI","43.1838844","-88.9884421","0"
"Atlantic Advanced","2010-06-01","195943","12","2013-06-01","2012-12-01","37008","3888044732","business_critical","other","53594","Waterloo","WI","43.1838844","-88.9884421","0"
"Atlantic Advanced","2010-06-01","384447","12","2014-06-01","2013-12-01","37008","3888044732","business_critical","other","53594","Waterloo","WI","43.1838844","-88.9884421","0"
"Atlantic Advanced","2010-06-01","528267","12","2015-06-01","2014-12-01","37008","3888044732","business_critical","other","53594","Waterloo","WI","43.1838844","-88.9884421","0"
"Atlantic Advanced","2010-06-01","452668","12","2016-06-01","2015-12-01","37008","3888044732","business_critical","other","53594","Waterloo","WI","43.1838844","-88.9884421","0"
"Atlantic Alpha Construction","2018-02-01","235795","12","2019-02-01","2018-08-01","77225","6827585259","business_critical","manufacturing","17959","New Philadelphia","PA","40.7195342","-76.1157708","0"
"Atlantic Alpha Construction","2018-02-01","427883","36","2022-02-01","2021-08-01","77225","6827585259","business_critical","manufacturing","17959","New Philadelphia","PA","40.7195342","-76.1157708","0"
"Atlantic Alpha Construction","2018-02-01","380224","12","2023-02-01","2022-08-01","77225","6827585259","business_critical","manufacturing","17959","New Philadelphia","PA","40.7195342","-76.1157708","0"
"Atlantic Analysis Innovation","2019-03-01","10000","12","2020-03-01","2019-09-01","50089","3374485385","business_critical","energy","03838","Glen","NH","44.1105541","-71.1818781","0"
"Atlantic Analysis Innovation","2019-03-01","10000","24","2022-03-01","2021-09-01","50089","3374485385","business_critical","energy","03838","Glen","NH","44.1105541","-71.1818781","0"
"Atlantic Architecture","2014-06-01","151152","24","2016-06-01","2015-12-01","1201","158383513","premium_plus","financial services","52594","Unionville","IA","40.8183381","-92.6960271","1"
"Atlantic Architecture Vision","2014-12-01","34306","12","2015-12-01","2015-06-01","93799","8132863745","premium_plus","banking","40517","Lexington","KY","38.0464066","-84.4970393","0"
"Atlantic Architecture Vision","2014-12-01","44018","24","2017-12-01","2017-06-01","93799","8132863745","premium_plus","banking","40517","Lexington","KY","38.0464066","-84.4970393","0"
"Atlantic Architecture Vision","2014-12-01","56735","12","2018-12-01","2018-06-01","93799","8132863745","premium_plus","banking","40517","Lexington","KY","38.0464066","-84.4970393","0"
"Atlantic Architecture Vision","2014-12-01","50581","12","2019-12-01","2019-06-01","93799","8132863745","premium_plus","banking","40517","Lexington","KY","38.0464066","-84.4970393","0"
"Atlantic Consulting","2018-12-01","165423","12","2019-12-01","2019-06-01","77216","7717357318","premium_plus","banking","12473","Round Top","NY","42.2689759","-74.0273563","0"
"Atlantic Consulting","2018-12-01","165791","12","2020-12-01","2020-06-01","77216","7717357318","premium_plus","banking","12473","Round Top","NY","42.2689759","-74.0273563","0"
"Atlantic Consulting Electronic","2011-12-01","275456","12","2012-12-01","2012-06-01","22162","2761188774","premium_plus","manufacturing","17319","Etters","PA","40.1579901","-76.8161691","0"
"Atlantic Consulting Electronic","2011-12-01","227035","12","2013-12-01","2013-06-01","22162","2761188774","premium_plus","manufacturing","17319","Etters","PA","40.1579901","-76.8161691","0"
"Atlantic Consulting Electronic","2011-12-01","445237","24","2015-12-01","2015-06-01","22162","2761188774","premium_plus","manufacturing","17319","Etters","PA","40.1579901","-76.8161691","0"
"Atlantic Consulting Electronic","2011-12-01","204201","24","2017-12-01","2017-06-01","22162","2761188774","premium_plus","manufacturing","17319","Etters","PA","40.1579901","-76.8161691","0"
"Atlantic Consulting Electronic","2011-12-01","18357","36","2020-12-01","2020-06-01","22162","2761188774","premium_plus","manufacturing","17319","Etters","PA","40.1579901","-76.8161691","1"
"Atlantic Data Technology","2020-03-01","177268","12","2021-03-01","2020-09-01","19069","1277376913","business_critical","banking","70774","Saint Amant","LA","30.222769","-90.819188","0"
"Atlantic Data Technology","2020-03-01","227603","12","2022-03-01","2021-09-01","19069","1277376913","business_critical","banking","70774","Saint Amant","LA","30.222769","-90.819188","0"
"Atlantic Data Vision","2014-11-01","182501","12","2015-11-01","2015-05-01","8342","862753433","enterprise","banking","23454","Virginia Beach","VA","36.8529841","-75.9774183","0"
"Atlantic Data Vision","2014-11-01","203312","12","2016-11-01","2016-05-01","8342","862753433","enterprise","banking","23454","Virginia Beach","VA","36.8529841","-75.9774183","0"
"Atlantic Data Vision","2014-11-01","366070","24","2018-11-01","2018-05-01","8342","862753433","enterprise","banking","23454","Virginia Beach","VA","36.8529841","-75.9774183","0"
"Atlantic Data Vision","2014-11-01","294526","24","2020-11-01","2020-05-01","8342","862753433","enterprise","banking","23454","Virginia Beach","VA","36.8529841","-75.9774183","0"
"Atlantic Direct Max","2013-01-01","157701","36","2016-01-01","2015-07-01","42202","4931383175","enterprise","retail","62644","Havana","IL","40.3014316","-90.0633625","1"
"Atlantic Direct North","2011-04-01","12391","24","2013-04-01","2012-10-01","14516","2006584381","business_critical","retail","56358","Ogilvie","MN","45.8321825","-93.4263416","1"
"Atlantic East Signal","2016-09-01","202572","12","2017-09-01","2017-03-01","2179","251530208","enterprise","retail","93424","Avila Beach","CA","35.1799752","-120.731841","1"
"Atlantic Federated","2018-06-01","199836","36","2021-06-01","2020-12-01","54008","5306416157","premium_plus","energy","71110","Barksdale Afb","LA","32.49713625","-93.61067741888279","0"
"Atlantic General Speed","2013-05-01","71659","24","2015-05-01","2014-11-01","24429","2656540764","enterprise","healthcare","99220","Spokane","WA","47.6571934","-117.42351","1"
"Atlantic Graphics","2017-05-01","220412","36","2020-05-01","2019-11-01","69763","6144243011","business_critical","telecom","93647","Orosi","CA","36.5473778","-119.2892482893862","0"
"Atlantic Hardware Signal","2010-05-01","28955","36","2013-05-01","2012-11-01","25333","2219579234","enterprise","insurance","62313","Basco","IL","40.3278229","-91.2001437","1"
"Atlantic Max","2011-03-01","89273","36","2014-03-01","2013-09-01","19686","2240606390","business_critical","insurance","97386","Sweet Home","OR","44.3976247","-122.736195","1"
"Atlantic Max Alpha","2017-09-01","227242","12","2018-09-01","2018-03-01","7084","567963711","business_critical","financial services","38310","Adamsville","TN","35.269741499999995","-88.39044384249743","0"
"Atlantic Max Alpha","2017-09-01","283784","12","2019-09-01","2019-03-01","7084","567963711","business_critical","financial services","38310","Adamsville","TN","35.269741499999995","-88.39044384249743","0"
"Atlantic Max Alpha","2017-09-01","384865","24","2021-09-01","2021-03-01","7084","567963711","business_critical","financial services","38310","Adamsville","TN","35.269741499999995","-88.39044384249743","0"
"Atlantic Max Alpha","2017-09-01","208372","12","2022-09-01","2022-03-01","7084","567963711","business_critical","financial services","38310","Adamsville","TN","35.269741499999995","-88.39044384249743","0"
"Atlantic Net Network","2016-12-01","80393","24","2018-12-01","2018-06-01","34443","3424397100","business_critical","retail","48842","Holt","MI","40.0989571","-95.2134565","1"
"Atlantic Net Star","2016-05-01","111330","12","2017-05-01","2016-11-01","33621","2642985955","business_critical","insurance","10455","Bronx","NY","40.8466508","-73.8785937","1"
"Atlantic Speed Construction","2013-05-01","236230","24","2015-05-01","2014-11-01","2972","398112836","enterprise","banking","20050","Washington","DC","38.8950368","-77.0365427","1"
"Atlantic Speed Net","2012-08-01","87776","12","2013-08-01","2013-02-01","67107","5566433205","premium_plus","insurance","29168","Wedgefield","SC","33.8926563","-80.5181403","1"
"Atlantic Universal Power","2014-04-01","183089","12","2015-04-01","2014-10-01","81971","9675584330","business_critical","banking","30421","Collins","GA","32.1813013","-82.1090083","0"
"Atlantic Universal Power","2014-04-01","90828","24","2017-04-01","2016-10-01","81971","9675584330","business_critical","banking","30421","Collins","GA","32.1813013","-82.1090083","0"
"Atlantic Universal Power","2014-04-01","179713","12","2018-04-01","2017-10-01","81971","9675584330","business_critical","banking","30421","Collins","GA","32.1813013","-82.1090083","1"
"Bell Consulting Universal","2010-04-01","100033","24","2012-04-01","2011-10-01","18228","1613598808","premium_plus","financial services","95481","Talmage","CA","39.130981500000004","-123.16611540638554","0"
"Bell Consulting Universal","2010-04-01","70578","24","2014-04-01","2013-10-01","18228","1613598808","premium_plus","financial services","95481","Talmage","CA","39.130981500000004","-123.16611540638554","0"
"Bell Consulting Universal","2010-04-01","92380","24","2016-04-01","2015-10-01","18228","1613598808","premium_plus","financial services","95481","Talmage","CA","39.130981500000004","-123.16611540638554","1"
"Bell Digital Consulting","2019-07-01","273915","24","2021-07-01","2021-01-01","13188","1444956065","business_critical","healthcare","35603","Decatur","AL","34.6060203","-86.9838165","0"
"Bell Galaxy General","2017-07-01","105498","24","2019-07-01","2019-01-01","85195","10030304795","enterprise","financial services","80814","Divide","CO","38.9419356","-105.1572092","1"
"Bell Hill Solutions","2019-08-01","179594","24","2021-08-01","2021-02-01","12720","1182992443","enterprise","telecom","08757","Toms River","NJ","39.9526791","-74.1968257","0"
"Bell Hill Solutions","2019-08-01","335198","12","2022-08-01","2022-02-01","12720","1182992443","enterprise","telecom","08757","Toms River","NJ","39.9526791","-74.1968257","0"
"Bell Industries Power","2012-07-01","163429","12","2013-07-01","2013-01-01","53334","5873026862","enterprise","healthcare","44372","Akron","OH","41.083064","-81.518485","0"
"Bell Industries Power","2012-07-01","163086","12","2014-07-01","2014-01-01","53334","5873026862","enterprise","healthcare","44372","Akron","OH","41.083064","-81.518485","1"
"Bell Net Hill","2016-06-01","43569","36","2019-06-01","2018-12-01","6987","524126988","premium_plus","telecom","71416","Cloutierville","LA","31.543226","-92.9182136","0"
"Bell Net Hill","2016-06-01","78413","12","2020-06-01","2019-12-01","6987","524126988","premium_plus","telecom","71416","Cloutierville","LA","31.543226","-92.9182136","1"
"Bell North Digital","2013-07-01","33627","12","2014-07-01","2014-01-01","77718","7107753476","business_critical","banking","99110","Clayton","WA","42.8547706","-91.3667151","0"
"Bell North Digital","2013-07-01","10000","12","2015-07-01","2015-01-01","77718","7107753476","business_critical","banking","99110","Clayton","WA","42.8547706","-91.3667151","0"
"Bell North Digital","2013-07-01","54566","24","2017-07-01","2017-01-01","77718","7107753476","business_critical","banking","99110","Clayton","WA","42.8547706","-91.3667151","0"
"Bell North Digital","2013-07-01","35110","36","2020-07-01","2020-01-01","77718","7107753476","business_critical","banking","99110","Clayton","WA","42.8547706","-91.3667151","0"
