Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Industry,State,City,Zip_Code,Latitude,Longitude,Products_Purchased,Churn,Customer_Succes_Manager,"CSAT (270 days count)","CSAT[Customer_Review] (270 days tokens)","CSAT[Customer_Review] (latest)","CSAT[Net_Promoter_Score] (270 days avg)","CSAT[Net_Promoter_Score] (270 days missing count)","CSAT[Net_Promoter_Score] (latest)","Customers (5 years count)","Customers[ARR] (5 years avg)","Customers[ARR] (5 years missing count)","Customers[Contract_Duration] (5 years avg)","Customers[Contract_Duration] (5 years counts)","Customers[Contract_Duration] (5 years most frequent)","Customers[Contract_Duration] (5 years unique count)","Customers[Customer_Succes_Manager] (5 years counts)","Customers[Customer_Succes_Manager] (5 years most frequent)","Customers[Customer_Succes_Manager] (5 years unique count)","Customers[Products_Purchased] (5 years count of business_essentials)","Customers[Products_Purchased] (5 years count of enterprise)","Customers[Products_Purchased] (5 years count of starter_pack)","Customers[Products_Purchased] (5 years most frequent)","Customers[Products_Purchased] (5 years unique count)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (1 month avg)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (1 month missing count)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (180 days avg)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (180 days missing count)","Product_Usage (1 month count)","Product_Usage (180 days count)","Product_Usage (days since previous event by Customer_Name) (1 month avg)","Product_Usage (days since previous event by Customer_Name) (1 month missing count)","Product_Usage (days since previous event by Customer_Name) (180 days avg)","Product_Usage (days since previous event by Customer_Name) (180 days missing count)","Product_Usage[Activity_Type] (1 month counts)","Product_Usage[Activity_Type] (1 month most frequent)","Product_Usage[Activity_Type] (1 month unique count)","Product_Usage[Activity_Type] (180 days counts)","Product_Usage[Activity_Type] (180 days most frequent)","Product_Usage[Activity_Type] (180 days unique count)","Product_Usage[UserID] (1 month counts)","Product_Usage[UserID] (1 month most frequent)","Product_Usage[UserID] (1 month unique count)","Product_Usage[UserID] (180 days counts)","Product_Usage[UserID] (180 days most frequent)","Product_Usage[UserID] (180 days unique count)"
"Electronics Star Design",2012-08-01,278471,24,2017-08-01,2017-02-01,154968,19250312609,healthcare,CO,Silt,81652,34.9996976,-117.749507,starter_pack,0,"Junior Large",0,,"Nice product",,,2,2,267629.0,0,18.0,"{""12"" : 1.0, ""24"" : 1.0}",12,2.0,"{""Chastity Sorenson"" : 1.0, ""Stevie Prieto"" : 1.0}","Chastity Sorenson",2.0,0.0,0.0,2.0,starter_pack,1.0,9.133333,0,85.02389,0,5,20,3.523611,1,9.328692,1,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""sign in"" : 1.0, ""run analysis"" : 1.0, ""download data"" : 1.0}","build a chart",5.0,"{""build a chart"" : 2.0, ""upload data"" : 4.0, ""launch a job"" : 3.0, ""sign in"" : 3.0, ""run analysis"" : 3.0, ""download report"" : 2.0, ""invite team member"" : 1.0, ""download data"" : 2.0}","upload data",8.0,"{""ID_22141"" : 1.0, ""ID_27476"" : 1.0, ""ID_14473"" : 1.0, ""ID_32277"" : 1.0, ""ID_18285"" : 1.0}",ID_14473,5.0,"{""ID_22141"" : 2.0, ""ID_27476"" : 2.0, ""ID_33765"" : 1.0, ""ID_14473"" : 1.0, ""ID_12128"" : 1.0, ""ID_36125"" : 2.0, ""ID_15211"" : 2.0, ""ID_17977"" : 1.0, ""ID_10430"" : 1.0, ""ID_39835"" : 1.0, ""ID_18103"" : 2.0, ""ID_32277"" : 2.0, ""ID_18285"" : 2.0}",ID_15211,13.0
"Electronics Star Design",2012-08-01,170523,36,2020-08-01,2020-02-01,154968,19250312609,healthcare,CO,Silt,81652,34.9996976,-117.749507,starter_pack,0,"Chastity Sorenson",0,,"Worth money",,,10,2,288328.0,0,24.0,"{""24"" : 2.0}",24,1.0,"{""Junior Large"" : 1.0, ""Stevie Prieto"" : 1.0}","Junior Large",2.0,0.0,0.0,2.0,starter_pack,1.0,7.579514,0,73.65859,0,2,11,9.520139,1,16.63271,1,"{""create report"" : 2.0}","create report",1.0,"{""upload data"" : 1.0, ""launch a job"" : 1.0, ""sign in"" : 3.0, ""run analysis"" : 2.0, ""create report"" : 3.0, ""share report"" : 1.0}","create report",6.0,"{""ID_10972"" : 1.0, ""ID_27476"" : 1.0}",ID_10972,2.0,"{""ID_22141"" : 2.0, ""ID_27476"" : 1.0, ""ID_33765"" : 1.0, ""ID_14473"" : 2.0, ""ID_12128"" : 1.0, ""ID_39835"" : 1.0, ""ID_32277"" : 1.0, ""ID_18285"" : 1.0, ""ID_10972"" : 1.0}",ID_14473,9.0
"Electronics Star Design",2012-08-01,152157,24,2022-08-01,2022-02-01,154968,19250312609,healthcare,CO,Silt,81652,34.9996976,-117.749507,enterprise,0,"Kira Sharpe",0,,"Thanks good products I am :-(",,,10,2,224497.0,0,30.0,"{""36"" : 1.0, ""24"" : 1.0}",24,2.0,"{""Chastity Sorenson"" : 1.0, ""Junior Large"" : 1.0}","Chastity Sorenson",2.0,0.0,0.0,2.0,starter_pack,1.0,21.86667,0,92.48694,0,4,16,8.503935,1,11.49144,1,"{""sign in"" : 1.0, ""share report"" : 1.0, ""upload data"" : 1.0, ""invite team member"" : 1.0}","invite team member",4.0,"{""upload data"" : 5.0, ""sign in"" : 2.0, ""create report"" : 2.0, ""invite team member"" : 3.0, ""share report"" : 2.0, ""download data"" : 2.0}","upload data",6.0,"{""ID_10972"" : 1.0, ""ID_10430"" : 2.0, ""ID_36125"" : 1.0}",ID_10430,3.0,"{""ID_34526"" : 1.0, ""ID_36125"" : 2.0, ""ID_15211"" : 1.0, ""ID_17977"" : 2.0, ""ID_10430"" : 3.0, ""ID_32277"" : 2.0, ""ID_33744"" : 2.0, ""ID_10972"" : 3.0}",ID_10430,8.0
"Electronics Systems Atlantic",2014-06-01,204975,24,2016-06-01,2015-12-01,206645,28829456216,telecom,VA,Arlington,22230,38.8769326,-77.0893094,business_essentials,1,"Arturo Hilliard",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0
"Electronics Technology Direct",2012-02-01,135187,24,2014-02-01,2013-08-01,39703,5491049802,healthcare,TX,"Glen Rose",76043,32.2340767,-97.7550003,enterprise,0,"Emilio Aquino",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,21.17847,0,111.2289,0,1,14,,1,12.17505,1,"{""invite team member"" : 1.0}","invite team member",1.0,"{""build a chart"" : 2.0, ""run analysis"" : 3.0, ""download report"" : 2.0, ""invite team member"" : 4.0, ""share report"" : 1.0, ""download data"" : 2.0}","invite team member",6.0,"{""ID_32751"" : 1.0}",ID_32751,1.0,"{""ID_31267"" : 1.0, ""ID_32929"" : 1.0, ""ID_24500"" : 1.0, ""ID_29902"" : 4.0, ""ID_32751"" : 2.0, ""ID_29708"" : 3.0, ""ID_28904"" : 2.0}",ID_29902,7.0
"Electronics Technology Direct",2012-02-01,237302,24,2016-02-01,2015-08-01,39703,5491049802,healthcare,TX,"Glen Rose",76043,32.2340767,-97.7550003,starter_pack,0,"Chastity Sorenson",0,,"Delivery on time but Installation pending till today",,,4,1,135187.0,0,24.0,"{""24"" : 1.0}",24,1.0,"{""Emilio Aquino"" : 1.0}","Emilio Aquino",1.0,0.0,1.0,0.0,enterprise,1.0,16.99514,0,86.90819,0,2,10,24.70139,1,19.16744,1,"{""create report"" : 1.0, ""sign in"" : 1.0}","create report",2.0,"{""sign in"" : 1.0, ""download report"" : 1.0, ""create report"" : 2.0, ""invite team member"" : 2.0, ""share report"" : 1.0, ""download data"" : 3.0}","download data",6.0,"{""ID_17118"" : 1.0, ""ID_32929"" : 1.0}",ID_17118,2.0,"{""ID_32929"" : 1.0, ""ID_17118"" : 1.0, ""ID_24500"" : 2.0, ""ID_32751"" : 2.0, ""ID_29708"" : 3.0, ""ID_28904"" : 1.0}",ID_29708,6.0
"Electronics Technology Direct",2012-02-01,131632,24,2018-02-01,2017-08-01,39703,5491049802,healthcare,TX,"Glen Rose",76043,32.2340767,-97.7550003,starter_pack,1,"Gregory Hammer",0,,"Every thing is good but not good for call , when u r on call sound is very low , i use them during work out so they are good for watching videos or doing gym and for driving also (calling is bad)",,,6,2,186244.5,0,24.0,"{""24"" : 2.0}",24,1.0,"{""Chastity Sorenson"" : 1.0, ""Emilio Aquino"" : 1.0}","Chastity Sorenson",2.0,0.0,1.0,1.0,enterprise,2.0,11.27708,0,66.81063,0,2,10,2.780556,1,12.30247,1,"{""share report"" : 1.0, ""download report"" : 1.0}","download report",2.0,"{""upload data"" : 2.0, ""sign in"" : 1.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 3.0, ""share report"" : 2.0}","invite team member",6.0,"{""ID_17118"" : 1.0, ""ID_24500"" : 1.0}",ID_17118,2.0,"{""ID_31267"" : 1.0, ""ID_17118"" : 1.0, ""ID_24500"" : 3.0, ""ID_29902"" : 2.0, ""ID_32751"" : 1.0, ""ID_29708"" : 2.0}",ID_24500,6.0
"Electronics Telecom North",2019-05-01,143550,36,2022-05-01,2021-11-01,148082,19746273611,retail,GA,Atlanta,30380,33.7489924,-84.3902644,starter_pack,1,"Eusebio Lutz",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,86.92701,0,0,10,,,12.88781,1,,,0.0,"{""build a chart"" : 1.0, ""upload data"" : 2.0, ""launch a job"" : 2.0, ""run analysis"" : 1.0, ""download report"" : 1.0, ""create report"" : 2.0, ""download data"" : 1.0}","create report",7.0,,,0.0,"{""ID_13188"" : 3.0, ""ID_36177"" : 1.0, ""ID_17389"" : 2.0, ""ID_23705"" : 1.0, ""ID_17257"" : 1.0, ""ID_26837"" : 1.0, ""ID_32360"" : 1.0}",ID_13188,7.0
"Electronics Vision Alpha",2022-04-01,213672,12,2023-04-01,2022-10-01,1754,202476087,insurance,MA,Princeton,1541,40.3492744,-74.6592958,business_essentials,1,"Nicolas Buxton",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,111.0618,0,0,9,,,14.42101,1,,,0.0,"{""sign in"" : 1.0, ""download report"" : 2.0, ""create report"" : 1.0, ""invite team member"" : 2.0, ""share report"" : 2.0, ""download data"" : 1.0}","download report",6.0,,,0.0,"{""ID_22636"" : 1.0, ""ID_29520"" : 1.0, ""ID_13508"" : 2.0, ""ID_39935"" : 1.0, ""ID_12439"" : 2.0, ""ID_33871"" : 2.0}",ID_12439,6.0
"Electronics Vision Virtual",2012-12-01,97801,12,2013-12-01,2013-06-01,138262,17755786668,"financial services",MO,"Birch Tree",65438,36.9911648,-91.4926376,starter_pack,1,"Arturo Hilliard",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,16.05056,0,78.99063,0,5,18,3.962326,1,9.058088,1,"{""run analysis"" : 2.0, ""sign in"" : 1.0, ""download data"" : 1.0, ""upload data"" : 1.0}","run analysis",4.0,"{""build a chart"" : 1.0, ""upload data"" : 2.0, ""sign in"" : 3.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""create report"" : 2.0, ""share report"" : 3.0, ""download data"" : 4.0}","download data",8.0,"{""ID_28010"" : 1.0, ""ID_25139"" : 1.0, ""ID_15708"" : 1.0, ""ID_38389"" : 1.0, ""ID_23553"" : 1.0}",ID_15708,5.0,"{""ID_38883"" : 1.0, ""ID_29749"" : 2.0, ""ID_28010"" : 2.0, ""ID_25139"" : 4.0, ""ID_38647"" : 2.0, ""ID_15708"" : 3.0, ""ID_38389"" : 2.0, ""ID_23553"" : 2.0}",ID_25139,8.0
"Electronics West",2019-02-01,70200,36,2022-02-01,2021-08-01,185605,15485397744,other,PA,Etters,17319,40.1579901,-76.8161691,starter_pack,1,"Hillary Cuellar",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,15.83264,0,93.26189,0,2,8,27.78333,1,24.13155,1,"{""create report"" : 1.0, ""upload data"" : 1.0}","create report",2.0,"{""upload data"" : 2.0, ""launch a job"" : 1.0, ""sign in"" : 1.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 1.0, ""download data"" : 1.0}","upload data",7.0,"{""ID_15068"" : 1.0, ""ID_31012"" : 1.0}",ID_15068,2.0,"{""ID_31649"" : 1.0, ""ID_15068"" : 2.0, ""ID_26023"" : 2.0, ""ID_26845"" : 1.0, ""ID_11313"" : 1.0, ""ID_31012"" : 1.0}",ID_15068,6.0
"Federated Adventure",2013-07-01,63195,12,2014-07-01,2014-01-01,148542,20909946259,other,OH,Bergholz,43908,40.51523894347826,-80.88893726086957,enterprise,0,"Emilio Aquino",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,18.78819,0,114.8823,0,3,20,3.210764,1,8.564254,1,"{""sign in"" : 1.0, ""run analysis"" : 1.0, ""download data"" : 1.0}","download data",3.0,"{""build a chart"" : 3.0, ""upload data"" : 1.0, ""sign in"" : 4.0, ""run analysis"" : 1.0, ""download report"" : 2.0, ""invite team member"" : 4.0, ""share report"" : 2.0, ""download data"" : 3.0}","invite team member",8.0,"{""ID_11887"" : 1.0, ""ID_21545"" : 2.0}",ID_21545,2.0,"{""ID_21545"" : 2.0, ""ID_12766"" : 3.0, ""ID_18037"" : 2.0, ""ID_16523"" : 4.0, ""ID_23502"" : 3.0, ""ID_33866"" : 1.0, ""ID_12106"" : 1.0, ""ID_11887"" : 2.0, ""ID_28702"" : 2.0}",ID_16523,9.0
"Federated Adventure",2013-07-01,71590,24,2016-07-01,2016-01-01,148542,20909946259,other,OH,Bergholz,43908,40.51523894347826,-80.88893726086957,starter_pack,0,"Kayla Dobbins",0,,"Highly recommended 👍👍",,,7,1,63195.0,0,12.0,"{""12"" : 1.0}",12,1.0,"{""Emilio Aquino"" : 1.0}","Emilio Aquino",1.0,0.0,1.0,0.0,enterprise,1.0,15.27569,0,89.44902,0,4,17,4.155324,1,9.843273,1,"{""download report"" : 1.0, ""download data"" : 1.0, ""build a chart"" : 1.0, ""share report"" : 1.0}","build a chart",4.0,"{""build a chart"" : 5.0, ""launch a job"" : 3.0, ""sign in"" : 1.0, ""download report"" : 2.0, ""create report"" : 2.0, ""invite team member"" : 1.0, ""share report"" : 2.0, ""download data"" : 1.0}","build a chart",8.0,"{""ID_12106"" : 1.0, ""ID_33866"" : 1.0, ""ID_21545"" : 1.0, ""ID_11493"" : 1.0}",ID_11493,4.0,"{""ID_21545"" : 4.0, ""ID_18037"" : 1.0, ""ID_16523"" : 2.0, ""ID_23502"" : 2.0, ""ID_33866"" : 1.0, ""ID_12106"" : 1.0, ""ID_11493"" : 1.0, ""ID_11887"" : 1.0, ""ID_37860"" : 1.0, ""ID_28702"" : 1.0, ""ID_17330"" : 2.0}",ID_21545,11.0
"Federated Adventure",2013-07-01,42996,36,2019-07-01,2019-01-01,148542,20909946259,other,OH,Bergholz,43908,40.51523894347826,-80.88893726086957,enterprise,0,"Tammi Manns",0,,"One side not working after one year",,,5,2,67392.5,0,18.0,"{""12"" : 1.0, ""24"" : 1.0}",12,2.0,"{""Emilio Aquino"" : 1.0, ""Kayla Dobbins"" : 1.0}","Emilio Aquino",2.0,0.0,1.0,1.0,enterprise,2.0,16.22176,0,81.96227,0,3,12,9.017014,1,15.47569,1,"{""build a chart"" : 1.0, ""launch a job"" : 2.0}","launch a job",2.0,"{""build a chart"" : 2.0, ""launch a job"" : 3.0, ""sign in"" : 2.0, ""run analysis"" : 2.0, ""invite team member"" : 1.0, ""download data"" : 2.0}","launch a job",6.0,"{""ID_11887"" : 2.0, ""ID_17330"" : 1.0}",ID_11887,2.0,"{""ID_21545"" : 1.0, ""ID_12766"" : 1.0, ""ID_16523"" : 3.0, ""ID_23502"" : 1.0, ""ID_33866"" : 2.0, ""ID_11887"" : 2.0, ""ID_17330"" : 2.0}",ID_16523,7.0
"Federated Adventure",2013-07-01,95197,12,2020-07-01,2020-01-01,148542,20909946259,other,OH,Bergholz,43908,40.51523894347826,-80.88893726086957,enterprise,0,"Gale Newton",1,"{""gud"" : 1.0}",gud,5.0,0,5,2,57293.0,0,30.0,"{""36"" : 1.0, ""24"" : 1.0}",24,2.0,"{""Tammi Manns"" : 1.0, ""Kayla Dobbins"" : 1.0}","Kayla Dobbins",2.0,0.0,1.0,1.0,enterprise,2.0,15.00312,0,90.11478,0,4,14,6.893519,1,12.8446,1,"{""download data"" : 1.0, ""launch a job"" : 1.0, ""run analysis"" : 1.0, ""share report"" : 1.0}","download data",4.0,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 1.0, ""run analysis"" : 3.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 2.0, ""share report"" : 2.0, ""download data"" : 2.0}","run analysis",9.0,"{""ID_12766"" : 1.0, ""ID_17330"" : 1.0, ""ID_18037"" : 2.0}",ID_18037,3.0,"{""ID_21545"" : 2.0, ""ID_12766"" : 1.0, ""ID_18037"" : 4.0, ""ID_16523"" : 1.0, ""ID_23502"" : 2.0, ""ID_33866"" : 1.0, ""ID_11493"" : 1.0, ""ID_28702"" : 1.0, ""ID_17330"" : 1.0}",ID_18037,9.0
"Federated Adventure",2013-07-01,59090,12,2021-07-01,2021-01-01,148542,20909946259,other,OH,Bergholz,43908,40.51523894347826,-80.88893726086957,enterprise,0,"Eusebio Lutz",1,"{""baap"" : 1.0, ""for"" : 1.0, ""in"" : 1.0, ""ka"" : 1.0, ""market"" : 1.0, ""flipkart"" : 1.0, ""best"" : 1.0, ""tha"" : 1.0, ""super"" : 1.0, ""brand"" : 1.0, ""colar"" : 1.0, ""money"" : 1.0, ""value"" : 1.0, ""and"" : 1.0}","Value for money  and super colar.best in tha  market.brand ka baap flipkart",8.0,0,8,3,69927.67,0,24.0,"{""36"" : 1.0, ""12"" : 1.0, ""24"" : 1.0}",12,3.0,"{""Tammi Manns"" : 1.0, ""Gale Newton"" : 1.0, ""Kayla Dobbins"" : 1.0}","Gale Newton",3.0,0.0,2.0,1.0,enterprise,2.0,18.02708,0,96.71128,0,1,8,,1,16.4003,1,"{""build a chart"" : 1.0}","build a chart",1.0,"{""build a chart"" : 2.0, ""upload data"" : 1.0, ""run analysis"" : 1.0, ""invite team member"" : 1.0, ""share report"" : 1.0, ""download data"" : 2.0}","build a chart",6.0,"{""ID_12766"" : 1.0}",ID_12766,1.0,"{""ID_12766"" : 1.0, ""ID_18037"" : 1.0, ""ID_12106"" : 1.0, ""ID_37860"" : 3.0, ""ID_28702"" : 1.0, ""ID_17330"" : 1.0}",ID_37860,6.0
"Federated Adventure",2013-07-01,88171,12,2022-07-01,2022-01-01,148542,20909946259,other,OH,Bergholz,43908,40.51523894347826,-80.88893726086957,business_essentials,0,"Gilda Stevens",1,"{""is"" : 1.0, ""product"" : 1.0, ""it"" : 1.0, ""good"" : 1.0}","It is good product",4.0,0,4,3,65761.0,0,20.0,"{""36"" : 1.0, ""12"" : 2.0}",12,2.0,"{""Tammi Manns"" : 1.0, ""Eusebio Lutz"" : 1.0, ""Gale Newton"" : 1.0}","Eusebio Lutz",3.0,0.0,3.0,0.0,enterprise,1.0,13.88056,0,61.98239,0,3,11,6.870139,1,15.34764,1,"{""download report"" : 1.0, ""run analysis"" : 1.0, ""sign in"" : 1.0}","download report",3.0,"{""launch a job"" : 1.0, ""sign in"" : 2.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 2.0, ""share report"" : 1.0, ""download data"" : 1.0}","invite team member",8.0,"{""ID_11887"" : 1.0, ""ID_16523"" : 1.0, ""ID_11493"" : 1.0}",ID_11493,3.0,"{""ID_21545"" : 1.0, ""ID_16523"" : 3.0, ""ID_23502"" : 2.0, ""ID_11493"" : 1.0, ""ID_11887"" : 1.0, ""ID_37860"" : 1.0, ""ID_28702"" : 2.0}",ID_16523,7.0
"Federated Building Application",2014-06-01,151424,12,2015-06-01,2014-12-01,48017,4933724418,other,IL,"Mount Erie",62446,38.515049,-88.2311536,business_essentials,0,"Maura Jeter",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,13.30942,0,81.39206,0,7,32,4.874306,1,5.671909,1,"{""launch a job"" : 2.0, ""run analysis"" : 1.0, ""create report"" : 1.0, ""share report"" : 1.0, ""download data"" : 2.0}","download data",5.0,"{""build a chart"" : 2.0, ""upload data"" : 2.0, ""launch a job"" : 4.0, ""sign in"" : 3.0, ""run analysis"" : 3.0, ""download report"" : 4.0, ""create report"" : 6.0, ""share report"" : 2.0, ""download data"" : 6.0}","create report",9.0,"{""ID_16415"" : 3.0, ""ID_31728"" : 2.0, ""ID_20951"" : 1.0, ""ID_28532"" : 1.0}",ID_16415,4.0,"{""ID_15920"" : 2.0, ""ID_34919"" : 2.0, ""ID_28804"" : 3.0, ""ID_38824"" : 2.0, ""ID_20951"" : 1.0, ""ID_16415"" : 4.0, ""ID_39424"" : 3.0, ""ID_14601"" : 1.0, ""ID_31728"" : 2.0, ""ID_38514"" : 3.0, ""ID_28532"" : 3.0, ""ID_16688"" : 1.0, ""ID_27683"" : 1.0, ""ID_16344"" : 1.0, ""ID_16978"" : 3.0}",ID_16415,15.0
"Federated Building Application",2014-06-01,256025,36,2018-06-01,2017-12-01,48017,4933724418,other,IL,"Mount Erie",62446,38.515049,-88.2311536,enterprise,0,"Mamie Carlos",0,,"Nice mobile..",,,3,1,151424.0,0,12.0,"{""12"" : 1.0}",12,1.0,"{""Maura Jeter"" : 1.0}","Maura Jeter",1.0,1.0,0.0,0.0,business_essentials,1.0,27.83542,0,88.41921,0,1,18,,1,7.198407,1,"{""download data"" : 1.0}","download data",1.0,"{""upload data"" : 3.0, ""launch a job"" : 2.0, ""sign in"" : 4.0, ""run analysis"" : 1.0, ""download report"" : 2.0, ""create report"" : 3.0, ""invite team member"" : 1.0, ""share report"" : 1.0, ""download data"" : 1.0}","sign in",9.0,"{""ID_16978"" : 1.0}",ID_16978,1.0,"{""ID_15920"" : 3.0, ""ID_34919"" : 1.0, ""ID_28804"" : 1.0, ""ID_38824"" : 2.0, ""ID_14601"" : 1.0, ""ID_19893"" : 2.0, ""ID_38514"" : 1.0, ""ID_28532"" : 1.0, ""ID_16688"" : 2.0, ""ID_27683"" : 2.0, ""ID_16978"" : 2.0}",ID_15920,11.0
"Federated Building Application",2014-06-01,205835,12,2019-06-01,2018-12-01,48017,4933724418,other,IL,"Mount Erie",62446,38.515049,-88.2311536,business_essentials,0,"Florine Hamer",1,"{""quality"" : 1.0, ""product"" : 1.0, ""good"" : 2.0}","Good product Good quality",2.0,0,2,2,203724.5,0,24.0,"{""12"" : 1.0, ""36"" : 1.0}",12,2.0,"{""Maura Jeter"" : 1.0, ""Mamie Carlos"" : 1.0}","Mamie Carlos",2.0,1.0,1.0,0.0,business_essentials,2.0,16.63073,0,81.69734,0,4,18,7.739815,1,8.982312,1,"{""invite team member"" : 1.0, ""download data"" : 1.0, ""run analysis"" : 1.0, ""launch a job"" : 1.0}","download data",4.0,"{""build a chart"" : 1.0, ""launch a job"" : 5.0, ""sign in"" : 2.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 2.0, ""share report"" : 1.0, ""download data"" : 3.0}","launch a job",9.0,"{""ID_28532"" : 1.0, ""ID_16688"" : 1.0, ""ID_27683"" : 1.0, ""ID_34919"" : 1.0}",ID_16688,4.0,"{""ID_15920"" : 1.0, ""ID_28671"" : 1.0, ""ID_34919"" : 1.0, ""ID_16415"" : 3.0, ""ID_14601"" : 1.0, ""ID_38514"" : 1.0, ""ID_28532"" : 1.0, ""ID_16688"" : 2.0, ""ID_27683"" : 3.0, ""ID_31279"" : 2.0, ""ID_16978"" : 2.0}",ID_16415,11.0
"Federated Building Application",2014-06-01,130812,12,2020-06-01,2019-12-01,48017,4933724418,other,IL,"Mount Erie",62446,38.515049,-88.2311536,starter_pack,0,"Florine Hamer",1,"{""awesome"" : 1.0}",Awesome,10.0,0,10,3,204428.0,0,20.0,"{""12"" : 2.0, ""36"" : 1.0}",12,2.0,"{""Maura Jeter"" : 1.0, ""Mamie Carlos"" : 1.0, ""Florine Hamer"" : 1.0}","Florine Hamer",3.0,2.0,1.0,0.0,business_essentials,2.0,18.42986,0,93.78409,0,2,12,20.40139,1,13.38586,1,"{""invite team member"" : 1.0, ""download data"" : 1.0}","download data",2.0,"{""upload data"" : 3.0, ""sign in"" : 2.0, ""run analysis"" : 2.0, ""invite team member"" : 1.0, ""share report"" : 2.0, ""download data"" : 2.0}","upload data",6.0,"{""ID_31939"" : 2.0}",ID_31939,1.0,"{""ID_28804"" : 1.0, ""ID_38824"" : 1.0, ""ID_14601"" : 1.0, ""ID_19893"" : 1.0, ""ID_31728"" : 1.0, ""ID_31939"" : 2.0, ""ID_28532"" : 1.0, ""ID_16688"" : 1.0, ""ID_27683"" : 2.0, ""ID_16978"" : 1.0}",ID_27683,10.0
"Federated Building Application",2014-06-01,99938,12,2021-06-01,2020-12-01,48017,4933724418,other,IL,"Mount Erie",62446,38.515049,-88.2311536,starter_pack,0,"Gale Newton",1,"{""good"" : 1.0}",Good,7.0,0,7,3,197557.3,0,20.0,"{""36"" : 1.0, ""12"" : 2.0}",12,2.0,"{""Mamie Carlos"" : 1.0, ""Florine Hamer"" : 2.0}","Florine Hamer",2.0,1.0,1.0,1.0,business_essentials,3.0,3.811806,0,67.09957,0,3,13,5.265278,1,11.76088,1,"{""run analysis"" : 1.0, ""launch a job"" : 1.0, ""build a chart"" : 1.0}","build a chart",3.0,"{""build a chart"" : 2.0, ""upload data"" : 1.0, ""launch a job"" : 2.0, ""run analysis"" : 3.0, ""download report"" : 1.0, ""create report"" : 2.0, ""share report"" : 1.0, ""download data"" : 1.0}","run analysis",8.0,"{""ID_28804"" : 1.0, ""ID_20951"" : 1.0, ""ID_31939"" : 1.0}",ID_20951,3.0,"{""ID_28671"" : 1.0, ""ID_34919"" : 2.0, ""ID_28804"" : 1.0, ""ID_38824"" : 1.0, ""ID_20951"" : 1.0, ""ID_16415"" : 1.0, ""ID_39424"" : 2.0, ""ID_14601"" : 2.0, ""ID_31939"" : 1.0, ""ID_28532"" : 1.0}",ID_14601,10.0
"Federated Building Application",2014-06-01,112621,12,2022-06-01,2021-12-01,48017,4933724418,other,IL,"Mount Erie",62446,38.515049,-88.2311536,starter_pack,1,"Simone Rutter",1,"{""worst"" : 1.0}",Worst,9.0,0,9,4,173152.5,0,18.0,"{""12"" : 3.0, ""36"" : 1.0}",12,2.0,"{""Gale Newton"" : 1.0, ""Florine Hamer"" : 2.0, ""Mamie Carlos"" : 1.0}","Florine Hamer",3.0,1.0,1.0,2.0,starter_pack,3.0,22.05903,0,81.43697,0,1,13,,1,10.33501,1,"{""download report"" : 1.0}","download report",1.0,"{""launch a job"" : 2.0, ""sign in"" : 5.0, ""run analysis"" : 1.0, ""download report"" : 2.0, ""invite team member"" : 1.0, ""download data"" : 2.0}","sign in",6.0,"{""ID_16978"" : 1.0}",ID_16978,1.0,"{""ID_15920"" : 1.0, ""ID_28671"" : 1.0, ""ID_20951"" : 1.0, ""ID_14601"" : 1.0, ""ID_19893"" : 2.0, ""ID_31728"" : 1.0, ""ID_38514"" : 1.0, ""ID_27683"" : 1.0, ""ID_31279"" : 1.0, ""ID_16344"" : 2.0, ""ID_16978"" : 1.0}",ID_16344,11.0
